GENE,CDSLEN,CHROM,START,STOP,STRAND,HOMOLOG,PERCENTID,ALNLEN
Afu1g09140,1680,Chr1_A_fumigatus_Af293,2374412,2378084,-,AFUB_008560,100.00,1680
Afu1g09150,1707,Chr1_A_fumigatus_Af293,2378588,2381078,-,AFUB_008570,100.00,1707
Afu1g09160,453,Chr1_A_fumigatus_Af293,2381379,2381831,+,AFUB_008580,100.00,453
Afu1g09170,1176,Chr1_A_fumigatus_Af293,2382645,2384415,-,AFUB_008590,100.00,1176
Afu1g09180,1410,Chr1_A_fumigatus_Af293,2384473,2386000,+,AFUB_008600,99.90,1030
Afu1g09190,1233,Chr1_A_fumigatus_Af293,2386456,2387883,-,AFUB_008610,100.00,1233
Afu1g09200,2388,Chr1_A_fumigatus_Af293,2388077,2390464,+,AFUB_008620,99.87,2391
Afu1g09210,2355,Chr1_A_fumigatus_Af293,2390849,2393497,-,AFUB_008630,100.00,2355
Afu1g09220,627,Chr1_A_fumigatus_Af293,2393545,2394473,+,AFUB_008640,97.36,643
Afu1g09230,546,Chr1_A_fumigatus_Af293,2394736,2395480,-,AFUB_008650,100.00,546
Afu1g09240,1920,Chr1_A_fumigatus_Af293,2395897,2398519,-,AFUB_008660,100.00,1884
Afu1g09250,1197,Chr1_A_fumigatus_Af293,2398651,2401196,+,AFUB_008670,100.00,1197
Afu1g09260,699,Chr1_A_fumigatus_Af293,2401276,2402032,+,AFUB_008680,100.00,699
Afu1g09270,2673,Chr1_A_fumigatus_Af293,2402850,2405522,+,AFUB_008690,100.00,2673
Afu1g09280,1290,Chr1_A_fumigatus_Af293,2407312,2409143,+,AFUB_008700,99.92,1290
Afu1g09290,1455,Chr1_A_fumigatus_Af293,2410146,2413208,+,AFUB_008710,100.00,1455
Afu1g09300,1146,Chr1_A_fumigatus_Af293,2413388,2414540,-,AFUB_008720,100.00,1146
Afu1g09310,1281,Chr1_A_fumigatus_Af293,2415177,2417326,-,AFUB_008730,100.00,1281
Afu1g09320,2187,Chr1_A_fumigatus_Af293,2417469,2420158,-,AFUB_008740,100.00,2187
Afu1g09330,1038,Chr1_A_fumigatus_Af293,2420221,2422052,+,AFUB_008750,100.00,1038
Afu1g09340,471,Chr1_A_fumigatus_Af293,2422433,2425816,+,AFUB_008760,100.00,471
Afu1g09350,897,Chr1_A_fumigatus_Af293,2426606,2428117,-,AFUB_008800,100.00,897
Afu1g09360,219,Chr1_A_fumigatus_Af293,2428118,2428732,+,AFUB_008810,100.00,219
Afu1g09370,2493,Chr1_A_fumigatus_Af293,2429052,2431544,-,AFUB_008820,100.00,2493
Afu1g09380,609,Chr1_A_fumigatus_Af293,2431965,2432573,+,AFUB_008830,100.00,609
Afu1g09390,918,Chr1_A_fumigatus_Af293,2432848,2433870,-,AFUB_008840,99.13,918
Afu1g09400,2310,Chr1_A_fumigatus_Af293,2434157,2437773,+,AFUB_008850,100.00,2310
Afu1g09410,585,Chr1_A_fumigatus_Af293,2438000,2438734,-,AFUB_008860,100.00,585
Afu1g09420,366,Chr1_A_fumigatus_Af293,2439017,2439730,+,AFUB_008870,100.00,366
Afu1g09430,759,Chr1_A_fumigatus_Af293,2440233,2440991,-,AFUB_008880,100.00,759
Afu1g09440,438,Chr1_A_fumigatus_Af293,2441556,2442180,+,AFUB_008890,100.00,438
Afu1g09450,1320,Chr1_A_fumigatus_Af293,2442750,2444344,-,AFUB_008900,100.00,1320
Afu1g09460,1557,Chr1_A_fumigatus_Af293,2444619,2447112,+,AFUB_008910,99.94,1557
Afu1g09470,1161,Chr1_A_fumigatus_Af293,2447204,2449220,-,AFUB_008920,100.00,1161
Afu1g09480,603,Chr1_A_fumigatus_Af293,2449685,2451183,+,AFUB_008930,97.51,603
Afu1g09490,573,Chr1_A_fumigatus_Af293,2451300,2453511,+,AFUB_008940,100.00,573
Afu1g09500,2451,Chr1_A_fumigatus_Af293,2453835,2457988,+,AFUB_008950,100.00,2451
Afu1g09510,498,Chr1_A_fumigatus_Af293,2458445,2459662,+,AFUB_008960,99.80,498
Afu1g09520,1173,Chr1_A_fumigatus_Af293,2459922,2461094,-,AFUB_008970,99.91,1173
Afu1g09530,2175,Chr1_A_fumigatus_Af293,2461733,2463907,-,AFUB_008980,99.95,2175
Afu1g09540,372,Chr1_A_fumigatus_Af293,2465552,2467901,-,AFUB_008990,100.00,372
Afu1g09550,432,Chr1_A_fumigatus_Af293,2468226,2469303,+,AFUB_009000,100.00,432
Afu1g09560,1203,Chr1_A_fumigatus_Af293,2469899,2471510,-,AFUB_009010,98.91,1192
Afu1g09570,1929,Chr1_A_fumigatus_Af293,2472440,2474368,+,AFUB_009020,99.95,1929
Afu1g09580,963,Chr1_A_fumigatus_Af293,2475203,2476799,-,AFUB_009030,99.90,963
Afu1g09590,1362,Chr1_A_fumigatus_Af293,2477516,2479564,+,AFUB_009040,100.00,1362
Afu1g09600,765,Chr1_A_fumigatus_Af293,2479941,2480773,+,AFUB_009050,100.00,765
Afu1g09610,2127,Chr1_A_fumigatus_Af293,2481079,2483205,-,AFUB_009060,100.00,2127
Afu1g09620,2334,Chr1_A_fumigatus_Af293,2483576,2486918,-,AFUB_009070,100.00,2334
Afu1g09630,3171,Chr1_A_fumigatus_Af293,2487015,2494107,-,AFUB_009080,99.97,3171
Afu1g09640,3168,Chr1_A_fumigatus_Af293,2494285,2498397,+,AFUB_009090,99.97,3168
Afu1g09650,1215,Chr1_A_fumigatus_Af293,2498562,2500275,+,AFUB_009100,100.00,1215
Afu1g09660,918,Chr1_A_fumigatus_Af293,2500382,2501842,+,AFUB_009110,100.00,918
Afu1g09670,1569,Chr1_A_fumigatus_Af293,2502720,2507282,-,AFUB_009120,100.00,1509
Afu1g09680,654,Chr1_A_fumigatus_Af293,2510684,2513236,+,AFUB_009130,100.00,654
Afu1g09690,2505,Chr1_A_fumigatus_Af293,2513677,2516181,-,AFUB_009140,100.00,2505
Afu1g09700,660,Chr1_A_fumigatus_Af293,2516756,2517415,+,AFUB_009150,100.00,660
Afu1g09710,228,Chr1_A_fumigatus_Af293,2517522,2517749,-,AFUB_009160,100.00,228
Afu1g09720,771,Chr1_A_fumigatus_Af293,2518122,2519079,+,AFUB_009170,100.00,771
Afu1g09730,1062,Chr1_A_fumigatus_Af293,2519276,2520477,-,AFUB_009180,100.00,1062
Afu1g09750,933,Chr1_A_fumigatus_Af293,2520897,2522013,-,AFUB_009190,100.00,933
Afu1g09754,492,Chr1_A_fumigatus_Af293,2524181,2524840,-,AFUB_009199,100.00,219
Afu1g09757,297,Chr1_A_fumigatus_Af293,2525341,2525952,+,AFUB_009200,100.00,297
Afu1g09760,2532,Chr1_A_fumigatus_Af293,2526460,2529052,+,AFUB_009210,100.00,2532
Afu1g09770,2361,Chr1_A_fumigatus_Af293,2531066,2536915,+,AFUB_009220,99.96,2361
Afu1g09780,1320,Chr1_A_fumigatus_Af293,2537271,2538681,+,AFUB_009230,100.00,1320
Afu1g09790,3132,Chr1_A_fumigatus_Af293,2539779,2543054,+,AFUB_009240,100.00,3132
Afu1g09800,1185,Chr1_A_fumigatus_Af293,2543871,2545480,+,AFUB_009250,100.00,1185
Afu1g09810,549,Chr1_A_fumigatus_Af293,2545812,2546680,+,AFUB_009260,99.82,549
Afu1g09820,3210,Chr1_A_fumigatus_Af293,2546940,2550572,-,AFUB_009270,99.91,3210
Afu1g09830,1047,Chr1_A_fumigatus_Af293,2550672,2552177,+,AFUB_009280,100.00,999
Afu1g09840,1548,Chr1_A_fumigatus_Af293,2552195,2554479,-,AFUB_009290,99.77,876
Afu1g09850,699,Chr1_A_fumigatus_Af293,2554703,2555962,+,AFUB_009300,100.00,699
Afu1g09870,3927,Chr1_A_fumigatus_Af293,2556140,2560469,+,AFUB_009310,100.00,3927
Afu1g09880,1188,Chr1_A_fumigatus_Af293,2560943,2562130,-,AFUB_009320,99.92,1188
Afu1g09890,246,Chr1_A_fumigatus_Af293,2563236,2563608,+,AFUB_009330,100.00,246
Afu1g09900,1518,Chr1_A_fumigatus_Af293,2563814,2565701,-,AFUB_009340,99.01,1518
Afu1g09910,1506,Chr1_A_fumigatus_Af293,2566089,2568421,+,AFUB_009350,100.00,1506
Afu1g09920,744,Chr1_A_fumigatus_Af293,2568862,2569909,-,AFUB_009360,100.00,744
Afu1g09930,1050,Chr1_A_fumigatus_Af293,2569995,2572066,+,AFUB_009370,99.90,1050
Afu1g09940,1371,Chr1_A_fumigatus_Af293,2572082,2575110,+,AFUB_009380,99.93,1371
Afu1g09950,885,Chr1_A_fumigatus_Af293,2575120,2576756,+,AFUB_009390,100.00,885
Afu1g09960,888,Chr1_A_fumigatus_Af293,2577202,2578149,-,AFUB_009400,100.00,888
Afu1g09970,1098,Chr1_A_fumigatus_Af293,2578608,2579924,+,AFUB_009410,100.00,1098
Afu1g09980,1050,Chr1_A_fumigatus_Af293,2580397,2581620,+,AFUB_009420,99.81,1050
Afu1g10012,5790,Chr1_A_fumigatus_Af293,2581800,2589284,-,AFUB_009430,99.93,5790
Afu1g10020,855,Chr1_A_fumigatus_Af293,2590529,2591684,-,AFUB_009440,100.00,530
Afu1g10030,1452,Chr1_A_fumigatus_Af293,2591824,2594774,+,AFUB_009450,100.00,1452
Afu1g10040,1200,Chr1_A_fumigatus_Af293,2595158,2596524,-,AFUB_009460,99.92,1200
Afu1g10050,3579,Chr1_A_fumigatus_Af293,2596574,2600572,+,AFUB_009470,99.93,2699
Afu1g10060,462,Chr1_A_fumigatus_Af293,2600785,2601246,-,AFUB_009480,100.00,462
Afu1g10080,1713,Chr1_A_fumigatus_Af293,2602219,2604886,+,AFUB_009490,99.88,1713
Afu1g10090,594,Chr1_A_fumigatus_Af293,2605104,2605760,-,AFUB_009500,100.00,594
Afu1g10100,981,Chr1_A_fumigatus_Af293,2606018,2607138,-,AFUB_009510,100.00,981
Afu1g10110,840,Chr1_A_fumigatus_Af293,2607310,2608266,-,AFUB_009520,100.00,840
Afu1g10120,1296,Chr1_A_fumigatus_Af293,2608548,2609843,+,AFUB_009530,100.00,1296
Afu1g10130,1341,Chr1_A_fumigatus_Af293,2610281,2611841,-,AFUB_009540,100.00,1341
Afu1g10140,843,Chr1_A_fumigatus_Af293,2612337,2613231,-,AFUB_009550,100.00,843
Afu1g10150,828,Chr1_A_fumigatus_Af293,2613763,2615152,-,AFUB_009560,99.40,670
Afu1g10160,966,Chr1_A_fumigatus_Af293,2616383,2617348,+,AFUB_009570,100.00,966
Afu1g10170,990,Chr1_A_fumigatus_Af293,2618342,2619539,-,AFUB_009580,100.00,951
Afu1g10180,795,Chr1_A_fumigatus_Af293,2619895,2621248,-,AFUB_009590,100.00,795
Afu1g10190,1560,Chr1_A_fumigatus_Af293,2621485,2623044,-,AFUB_009600,99.94,1560
Afu1g10200,2031,Chr1_A_fumigatus_Af293,2623224,2625674,+,AFUB_009610,99.90,2031
Afu1g10210,2223,Chr1_A_fumigatus_Af293,2627794,2630502,+,AFUB_009620,100.00,2223
Afu1g10220,2211,Chr1_A_fumigatus_Af293,2630737,2633035,-,AFUB_009630,99.77,2215
Afu1g10230,618,Chr1_A_fumigatus_Af293,2634228,2634845,-,AFUB_009640,100.00,618
Afu1g10240,261,Chr1_A_fumigatus_Af293,2634977,2635237,+,AFUB_009650,100.00,261
Afu1g10250,213,Chr1_A_fumigatus_Af293,2643009,2643450,+,AFUB_009660,100.00,213
Afu1g10260,675,Chr1_A_fumigatus_Af293,2644404,2645132,+,AFUB_009670,98.63,365
Afu1g10270,966,Chr1_A_fumigatus_Af293,2645653,2647302,+,AFUB_009680,99.79,966
Afu1g10280,1155,Chr1_A_fumigatus_Af293,2647349,2648923,+,AFUB_009690,99.91,1155
Afu1g10295,4851,Chr1_A_fumigatus_Af293,2649053,2655070,-,AFUB_009705,99.96,4851
Afu1g10310,1815,Chr1_A_fumigatus_Af293,2655204,2658641,+,AFUB_009720,99.94,1772
Afu1g10320,2373,Chr1_A_fumigatus_Af293,2658708,2661427,-,AFUB_009730,100.00,2373
Afu1g10330,1752,Chr1_A_fumigatus_Af293,2661608,2663798,+,AFUB_009740,99.94,1752
Afu1g10340,765,Chr1_A_fumigatus_Af293,2664065,2665873,+,AFUB_009750,99.87,765
Afu1g10350,1254,Chr1_A_fumigatus_Af293,2666254,2667669,+,AFUB_009760,100.00,1254
Afu1g10355,252,Chr1_A_fumigatus_Af293,2668217,2668686,-,AFUB_009770,100.00,252
Afu1g10360,2178,Chr1_A_fumigatus_Af293,2668915,2672229,+,AFUB_009780,99.91,2178
Afu1g10370,1680,Chr1_A_fumigatus_Af293,2673293,2675212,+,AFUB_009790,99.82,1680
Afu1g10380,18744,Chr1_A_fumigatus_Af293,2675699,2695175,-,AFUB_009800,99.95,18744
Afu1g10390,4404,Chr1_A_fumigatus_Af293,2697914,2705802,+,AFUB_009810,99.98,4404
Afu1g10400,3942,Chr1_A_fumigatus_Af293,2705940,2710427,-,AFUB_009820,99.92,3942
Afu1g10410,1047,Chr1_A_fumigatus_Af293,2710633,2712328,-,AFUB_009830,100.00,1047
Afu1g10420,801,Chr1_A_fumigatus_Af293,2712471,2714671,-,AFUB_009840,100.00,759
Afu1g10430,702,Chr1_A_fumigatus_Af293,2716230,2718142,+,AFUB_009850,100.00,309
Afu1g10440,2097,Chr1_A_fumigatus_Af293,2718185,2720878,+,AFUB_009860,100.00,2097
Afu1g10450,2538,Chr1_A_fumigatus_Af293,2721348,2724977,+,AFUB_009870,99.92,2538
Afu1g10460,405,Chr1_A_fumigatus_Af293,2725460,2727229,+,AFUB_009880,100.00,293
Afu1g10470,2205,Chr1_A_fumigatus_Af293,2727612,2730074,-,AFUB_009900,100.00,2205
Afu1g10480,2109,Chr1_A_fumigatus_Af293,2731209,2733492,-,AFUB_009910,99.01,2124
Afu1g10490,1083,Chr1_A_fumigatus_Af293,2733843,2734978,+,AFUB_009920,100.00,1083
Afu1g10497,684,Chr1_A_fumigatus_Af293,2735182,2736000,-,AFUB_009930,100.00,684
Afu1g10510,561,Chr1_A_fumigatus_Af293,2736183,2737182,+,AFUB_009940,99.11,560
Afu1g10525,2868,Chr1_A_fumigatus_Af293,2737650,2741993,-,AFUB_009950,99.86,2868
Afu1g10540,1845,Chr1_A_fumigatus_Af293,2742085,2744826,+,AFUB_009960,100.00,1845
Afu1g10550,831,Chr1_A_fumigatus_Af293,2744835,2746439,-,AFUB_009970,100.00,831
Afu1g10560,1653,Chr1_A_fumigatus_Af293,2746554,2748792,-,AFUB_009980,99.88,1653
Afu1g10570,714,Chr1_A_fumigatus_Af293,2748912,2750227,+,AFUB_009990,100.00,714
Afu1g10575,468,Chr1_A_fumigatus_Af293,2751956,2753824,-,NONE,0,0
Afu1g10580,2094,Chr1_A_fumigatus_Af293,2755495,2758847,+,AFUB_010000,100.00,2094
Afu1g10590,1074,Chr1_A_fumigatus_Af293,2759109,2760373,+,AFUB_010010,99.91,1074
Afu1g10600,2184,Chr1_A_fumigatus_Af293,2760416,2768110,-,AFUB_010020,99.68,2188
Afu1g10610,525,Chr1_A_fumigatus_Af293,2769469,2770082,+,AFUB_010030,100.00,525
Afu1g10620,2802,Chr1_A_fumigatus_Af293,2770594,2774442,-,AFUB_010040,99.96,2802
Afu1g10630,1164,Chr1_A_fumigatus_Af293,2774481,2776565,-,AFUB_010050,100.00,1164
Afu1g10640,882,Chr1_A_fumigatus_Af293,2776931,2777812,+,AFUB_010060,100.00,882
Afu1g10645,534,Chr1_A_fumigatus_Af293,2778216,2779026,-,AFUB_010070,100.00,534
Afu1g10650,3057,Chr1_A_fumigatus_Af293,2779030,2783009,-,AFUB_010080,99.97,3057
Afu1g10660,1548,Chr1_A_fumigatus_Af293,2785176,2786900,-,AFUB_010090,100.00,1548
Afu1g10670,1440,Chr1_A_fumigatus_Af293,2787686,2789250,-,AFUB_010100,100.00,1440
Afu1g10690,2637,Chr1_A_fumigatus_Af293,2789767,2792519,+,AFUB_010110,99.96,2637
Afu1g10700,732,Chr1_A_fumigatus_Af293,2792855,2793876,-,AFUB_010120,100.00,732
Afu1g10710,1362,Chr1_A_fumigatus_Af293,2794278,2795639,+,AFUB_010130,100.00,1362
Afu1g10720,2403,Chr1_A_fumigatus_Af293,2795961,2798515,-,AFUB_010140,99.96,2403
Afu1g10730,2187,Chr1_A_fumigatus_Af293,2799575,2802191,+,AFUB_010150,99.82,2187
Afu1g10740,537,Chr1_A_fumigatus_Af293,2802341,2803604,-,AFUB_010160,100.00,537
Afu1g10750,1914,Chr1_A_fumigatus_Af293,2803649,2806170,-,AFUB_010170,99.90,1914
Afu1g10760,3339,Chr1_A_fumigatus_Af293,2806324,2810505,+,AFUB_010180,99.94,3339
Afu1g10770,1491,Chr1_A_fumigatus_Af293,2810989,2813707,+,AFUB_010190,99.93,1491
Afu1g10780,1458,Chr1_A_fumigatus_Af293,2813709,2815322,+,AFUB_010200,100.00,1458
Afu1g10790,2511,Chr1_A_fumigatus_Af293,2815463,2818984,-,AFUB_010210,99.96,2511
Afu1g10800,936,Chr1_A_fumigatus_Af293,2819122,2820759,+,AFUB_010220,100.00,936
Afu1g10810,1176,Chr1_A_fumigatus_Af293,2821017,2822416,+,AFUB_010230,100.00,1176
Afu1g10820,636,Chr1_A_fumigatus_Af293,2822605,2823301,-,AFUB_010240,100.00,636
Afu1g10830,2037,Chr1_A_fumigatus_Af293,2823451,2826599,-,AFUB_010250,100.00,2037
Afu1g10840,597,Chr1_A_fumigatus_Af293,2827391,2827987,+,AFUB_010260,100.00,597
Afu1g10850,282,Chr1_A_fumigatus_Af293,2828496,2828843,-,AFUB_010270,100.00,282
Afu1g10860,3162,Chr1_A_fumigatus_Af293,2830243,2833874,+,AFUB_010280,99.94,3159
Afu1g10870,765,Chr1_A_fumigatus_Af293,2834097,2835409,-,AFUB_010290,100.00,765
Afu1g10880,4299,Chr1_A_fumigatus_Af293,2836044,2842355,+,AFUB_010300,99.95,4299
Afu1g10890,1518,Chr1_A_fumigatus_Af293,2843618,2845396,+,AFUB_010310,99.93,1518
Afu1g10900,1299,Chr1_A_fumigatus_Af293,2846045,2847973,+,AFUB_010320,99.01,1311
Afu1g10910,1401,Chr1_A_fumigatus_Af293,2848155,2850137,-,AFUB_010330,100.00,1401
Afu1g10920,1188,Chr1_A_fumigatus_Af293,2850582,2852620,-,AFUB_010340,100.00,1188
Afu1g10930,1440,Chr1_A_fumigatus_Af293,2852743,2855499,-,AFUB_010350,100.00,1440
Afu1g10940,4224,Chr1_A_fumigatus_Af293,2857650,2861927,+,AFUB_010360,100.00,4224
Afu1g10950,993,Chr1_A_fumigatus_Af293,2862855,2864235,-,AFUB_010370,99.90,993
Afu1g10960,465,Chr1_A_fumigatus_Af293,2864358,2865540,-,AFUB_010380,100.00,465
Afu1g10970,2868,Chr1_A_fumigatus_Af293,2865582,2869345,+,AFUB_010390,100.00,2868
Afu1g10980,1518,Chr1_A_fumigatus_Af293,2869561,2871491,+,AFUB_010400,100.00,1316
Afu1g10990,978,Chr1_A_fumigatus_Af293,2871868,2873099,-,AFUB_010410,100.00,978
Afu1g10995,1179,Chr1_A_fumigatus_Af293,2875274,2876690,+,NONE,0,0
Afu1g11000,2388,Chr1_A_fumigatus_Af293,2878003,2881313,+,AFUB_010420,100.00,2388
Afu1g11010,786,Chr1_A_fumigatus_Af293,2881699,2882995,+,AFUB_010430,100.00,786
Afu1g11020,1080,Chr1_A_fumigatus_Af293,2883141,2884365,-,AFUB_010440,100.00,1080
Afu1g11030,1152,Chr1_A_fumigatus_Af293,2884689,2887094,+,AFUB_010450,100.00,1152
Afu1g11040,729,Chr1_A_fumigatus_Af293,2888520,2889429,-,AFUB_010460,100.00,729
Afu1g11050,1581,Chr1_A_fumigatus_Af293,2889965,2894388,+,AFUB_010470,100.00,1581
Afu1g11060,936,Chr1_A_fumigatus_Af293,2907742,2909871,-,AFUB_010490,100.00,936
Afu1g11070,2205,Chr1_A_fumigatus_Af293,2910007,2913027,-,AFUB_010500,99.91,2205
Afu1g11080,3219,Chr1_A_fumigatus_Af293,2913048,2917941,+,AFUB_010510,99.94,3219
Afu1g11090,1545,Chr1_A_fumigatus_Af293,2919023,2920913,+,AFUB_010520,99.77,1302
Afu1g11100,525,Chr1_A_fumigatus_Af293,2921435,2922618,-,AFUB_010530,100.00,525
Afu1g11110,6378,Chr1_A_fumigatus_Af293,2923095,2930423,-,AFUB_010540,100.00,6378
Afu1g11120,1164,Chr1_A_fumigatus_Af293,2930738,2932571,-,AFUB_010550,99.91,1164
Afu1g11130,603,Chr1_A_fumigatus_Af293,2932747,2934316,+,AFUB_010560,100.00,603
Afu1g11140,1038,Chr1_A_fumigatus_Af293,2934316,2936009,-,AFUB_010570,100.00,1038
Afu1g11150,1104,Chr1_A_fumigatus_Af293,2936305,2937841,-,AFUB_010580,100.00,1104
Afu1g11160,1989,Chr1_A_fumigatus_Af293,2937986,2940303,+,AFUB_010590,99.95,1989
Afu1g11170,2493,Chr1_A_fumigatus_Af293,2940363,2943650,-,AFUB_010600,100.00,454
Afu1g11180,2394,Chr1_A_fumigatus_Af293,2944343,2946736,-,AFUB_010610,99.96,2394
Afu1g11190,684,Chr1_A_fumigatus_Af293,2947142,2948249,+,AFUB_010620,100.00,684
Afu1g11200,579,Chr1_A_fumigatus_Af293,2949543,2950243,+,AFUB_010630,100.00,579
Afu1g11210,213,Chr1_A_fumigatus_Af293,2950882,2951599,+,AFUB_010640,100.00,213
Afu1g11220,450,Chr1_A_fumigatus_Af293,2954445,2957695,+,AFUB_010650,100.00,450
Afu1g11230,3162,Chr1_A_fumigatus_Af293,2961520,2964928,+,AFUB_010660,99.93,2844
Afu1g11240,186,Chr1_A_fumigatus_Af293,2965687,2965946,+,AFUB_010670,100.00,186
Afu1g11250,1383,Chr1_A_fumigatus_Af293,2967657,2971287,+,AFUB_010680,99.93,1383
Afu1g11260,294,Chr1_A_fumigatus_Af293,2971343,2972102,-,AFUB_010690,100.00,294
Afu1g11270,1608,Chr1_A_fumigatus_Af293,2972719,2974981,-,AFUB_010700,100.00,1608
Afu1g11280,1185,Chr1_A_fumigatus_Af293,2975216,2976631,+,AFUB_010710,100.00,1074
Afu1g11290,1605,Chr1_A_fumigatus_Af293,2976933,2978578,-,AFUB_010720,100.00,1605
Afu1g11300,843,Chr1_A_fumigatus_Af293,2979694,2980602,-,AFUB_010730,100.00,843
Afu1g11310,1968,Chr1_A_fumigatus_Af293,2981755,2983914,-,AFUB_010740,100.00,1968
Afu1g11320,1353,Chr1_A_fumigatus_Af293,2984727,2986113,+,AFUB_010750,99.85,1353
Afu1g11330,1329,Chr1_A_fumigatus_Af293,2986587,2988305,+,AFUB_010760,100.00,1329
Afu1g11340,1551,Chr1_A_fumigatus_Af293,2988467,2990133,-,AFUB_010770,99.87,1551
Afu1g11350,1602,Chr1_A_fumigatus_Af293,2990222,2992208,+,AFUB_010780,100.00,1602
Afu1g11360,1059,Chr1_A_fumigatus_Af293,2992418,2993476,-,AFUB_010790,100.00,1059
Afu1g11370,1830,Chr1_A_fumigatus_Af293,2994108,2996457,+,AFUB_010800,98.97,1839
Afu1g11380,1131,Chr1_A_fumigatus_Af293,2997361,3000449,-,AFUB_010810,99.82,1131
Afu1g11390,1656,Chr1_A_fumigatus_Af293,3000635,3002290,+,AFUB_010820,98.97,1649
Afu1g11400,879,Chr1_A_fumigatus_Af293,3002663,3003541,-,AFUB_010830,99.09,879
Afu1g11410,1284,Chr1_A_fumigatus_Af293,3004295,3005654,+,AFUB_010840,99.68,632
Afu1g11420,4137,Chr1_A_fumigatus_Af293,3006406,3010805,-,AFUB_010850,99.78,4137
Afu1g11430,294,Chr1_A_fumigatus_Af293,3010937,3011340,+,AFUB_010860,99.32,294
Afu1g11440,1575,Chr1_A_fumigatus_Af293,3013279,3016190,+,AFUB_010870,99.75,1575
Afu1g11450,6246,Chr1_A_fumigatus_Af293,3016278,3025035,-,AFUB_010880,99.58,4264
Afu1g11460,918,Chr1_A_fumigatus_Af293,3025042,3028493,-,AFUB_010890,99.67,918
Afu1g11470,612,Chr1_A_fumigatus_Af293,3028840,3030264,+,AFUB_010900,99.84,612
Afu1g11480,507,Chr1_A_fumigatus_Af293,3030437,3031919,-,AFUB_010910,100.00,507
Afu1g11490,2013,Chr1_A_fumigatus_Af293,3032900,3035007,+,AFUB_010920,99.35,2013
Afu1g11500,1242,Chr1_A_fumigatus_Af293,3036126,3038883,+,AFUB_010930,99.91,1083
Afu1g11510,960,Chr1_A_fumigatus_Af293,3038969,3041168,+,AFUB_010940,99.48,960
Afu1g11520,2349,Chr1_A_fumigatus_Af293,3041426,3044607,+,AFUB_010950,99.87,2349
Afu1g11530,846,Chr1_A_fumigatus_Af293,3044826,3045883,+,AFUB_010960,98.75,562
Afu1g11535,312,Chr1_A_fumigatus_Af293,3045972,3046283,-,AFUB_010970,100.00,312
Afu1g11540,945,Chr1_A_fumigatus_Af293,3046567,3047668,+,AFUB_010980,100.00,945
Afu1g11550,1281,Chr1_A_fumigatus_Af293,3048570,3051044,+,AFUB_010990,100.00,1281
Afu1g11560,1080,Chr1_A_fumigatus_Af293,3051084,3052590,-,AFUB_011000,100.00,1080
Afu1g11570,1101,Chr1_A_fumigatus_Af293,3052608,3054061,+,AFUB_011010,99.91,1101
Afu1g11580,1629,Chr1_A_fumigatus_Af293,3054086,3056033,-,AFUB_011020,99.94,1629
Afu1g11590,1206,Chr1_A_fumigatus_Af293,3056636,3058082,+,AFUB_011030,100.00,1080
Afu1g11600,993,Chr1_A_fumigatus_Af293,3058144,3059398,-,AFUB_011040,100.00,993
Afu1g11610,453,Chr1_A_fumigatus_Af293,3060058,3060510,+,AFUB_011050,100.00,453
Afu1g11620,2718,Chr1_A_fumigatus_Af293,3060603,3063908,-,AFUB_011060,99.96,2718
Afu1g11630,2769,Chr1_A_fumigatus_Af293,3063995,3067089,+,AFUB_011070,100.00,2769
Afu1g11640,666,Chr1_A_fumigatus_Af293,3067300,3068171,-,AFUB_011080,100.00,666
Afu1g11650,1869,Chr1_A_fumigatus_Af293,3069324,3071410,+,AFUB_011090,100.00,1869
Afu1g11660,2433,Chr1_A_fumigatus_Af293,3071788,3074692,-,AFUB_011100,100.00,2433
Afu1g11670,297,Chr1_A_fumigatus_Af293,3074958,3076403,-,AFUB_011110,100.00,297
Afu1g11690,1368,Chr1_A_fumigatus_Af293,3076712,3078136,-,AFUB_011120,100.00,1368
Afu1g11700,1278,Chr1_A_fumigatus_Af293,3078450,3079727,+,AFUB_011130,100.00,1278
Afu1g11710,654,Chr1_A_fumigatus_Af293,3079981,3080890,-,AFUB_011140,100.00,654
Afu1g11715,873,Chr1_A_fumigatus_Af293,3081149,3083094,+,AFUB_011150,100.00,873
Afu1g11720,1692,Chr1_A_fumigatus_Af293,3083793,3085893,+,AFUB_011160,100.00,1692
Afu1g11730,552,Chr1_A_fumigatus_Af293,3086492,3088069,+,AFUB_011170,100.00,552
Afu1g11740,876,Chr1_A_fumigatus_Af293,3088568,3089514,-,AFUB_011180,100.00,790
Afu1g11760,1221,Chr1_A_fumigatus_Af293,3091476,3093634,+,AFUB_011200,100.00,1221
Afu1g11770,912,Chr1_A_fumigatus_Af293,3093755,3096269,-,AFUB_011210,100.00,912
Afu1g11780,1206,Chr1_A_fumigatus_Af293,3096644,3099365,-,AFUB_011220,100.00,1206
Afu1g11790,1569,Chr1_A_fumigatus_Af293,3100106,3102048,+,AFUB_011230,100.00,1569
Afu1g11800,1200,Chr1_A_fumigatus_Af293,3102587,3104906,+,AFUB_011240,99.83,1200
Afu1g11810,2067,Chr1_A_fumigatus_Af293,3108412,3110580,+,AFUB_011260,99.90,2067
Afu1g11820,1707,Chr1_A_fumigatus_Af293,3110596,3112648,-,AFUB_011270,100.00,1707
