QUERY,HIT,PID,ALNLEN,CHROM,START,STOP,STRAND
AFUB_013540,Afu1g14050,99.56,453,scf_000001_A_fumigatus_A1163,3821269,3822908,-
AFUB_013550,Afu1g14060,100.00,657,scf_000001_A_fumigatus_A1163,3823245,3823901,+
AFUB_013560,Afu1g14070,100.00,2209,scf_000001_A_fumigatus_A1163,3824181,3827175,-
AFUB_013620,Afu1g14080,100.00,1608,scf_000001_A_fumigatus_A1163,3832217,3835672,-
AFUB_013630,Afu1g14090,99.92,1258,scf_000001_A_fumigatus_A1163,3836463,3837913,-
AFUB_013640,Afu1g14100,100.00,1545,scf_000001_A_fumigatus_A1163,3838273,3839817,-
AFUB_013650,Afu1g14110,100.00,705,scf_000001_A_fumigatus_A1163,3840278,3841883,-
AFUB_013660,Afu1g14120,99.87,1533,scf_000001_A_fumigatus_A1163,3841997,3844079,+
AFUB_013670,Afu1g14130,100.00,1080,scf_000001_A_fumigatus_A1163,3844605,3845684,-
AFUB_013680,Afu1g14140,99.69,960,scf_000001_A_fumigatus_A1163,3846077,3847082,-
AFUB_013690,Afu1g14150,100.00,354,scf_000001_A_fumigatus_A1163,3849360,3849791,+
AFUB_013700,Afu1g14160,99.81,519,scf_000001_A_fumigatus_A1163,3850194,3851009,+
AFUB_013710,Afu1g14170,99.21,2160,scf_000001_A_fumigatus_A1163,3851407,3855807,-
AFUB_013720,Afu1g14180,99.51,2661,scf_000001_A_fumigatus_A1163,3855898,3859729,-
AFUB_013730,Afu1g14190,100.00,432,scf_000001_A_fumigatus_A1163,3860931,3861602,+
AFUB_013740,Afu1g14200,100.00,1440,scf_000001_A_fumigatus_A1163,3862023,3863807,-
AFUB_013750,Afu1g14210,100.00,966,scf_000001_A_fumigatus_A1163,3864653,3865618,-
AFUB_013760,Afu1g14220,100.00,939,scf_000001_A_fumigatus_A1163,3866341,3867526,-
AFUB_013770,Afu1g14230,99.51,822,scf_000001_A_fumigatus_A1163,3868160,3868981,-
AFUB_013790,Afu1g14240,99.52,2286,scf_000001_A_fumigatus_A1163,3870585,3873290,-
AFUB_013800,Afu1g14250,99.90,2100,scf_000001_A_fumigatus_A1163,3873456,3876126,-
AFUB_013810,Afu1g14260,99.35,3690,scf_000001_A_fumigatus_A1163,3878060,3881856,+
AFUB_013820,Afu1g14270,99.80,990,scf_000001_A_fumigatus_A1163,3882001,3883126,-
AFUB_013830,Afu1g14280,99.90,1926,scf_000001_A_fumigatus_A1163,3883847,3887018,-
AFUB_013840,Afu1g14290,100.00,417,scf_000001_A_fumigatus_A1163,3888011,3889505,+
AFUB_013850,Afu1g14300,99.60,1500,scf_000001_A_fumigatus_A1163,3890472,3892026,+
AFUB_013860,Afu1g14310,99.93,1401,scf_000001_A_fumigatus_A1163,3892636,3894528,-
AFUB_013870,Afu1g14320,100.00,1545,scf_000001_A_fumigatus_A1163,3896071,3898096,+
AFUB_013880,Afu1g14330,100.00,4494,scf_000001_A_fumigatus_A1163,3899944,3904867,+
AFUB_013890,Afu1g14340,100.00,1863,scf_000001_A_fumigatus_A1163,3905555,3908039,-
AFUB_013900,Afu1g14350,100.00,798,scf_000001_A_fumigatus_A1163,3909334,3911129,-
AFUB_013910,Afu1g14360,100.00,2217,scf_000001_A_fumigatus_A1163,3912118,3914518,+
AFUB_013920,Afu1g14380,100.00,774,scf_000001_A_fumigatus_A1163,3914885,3915774,+
AFUB_013930,Afu1g14390,100.00,727,scf_000001_A_fumigatus_A1163,3917675,3918567,-
AFUB_013940,Afu1g14400,100.00,1008,scf_000001_A_fumigatus_A1163,3919155,3920489,+
AFUB_013950,Afu1g14410,100.00,585,scf_000001_A_fumigatus_A1163,3921114,3921929,+
AFUB_013960,Afu1g14420,100.00,1047,scf_000001_A_fumigatus_A1163,3923656,3924702,+
AFUB_013970,Afu1g14430,100.00,873,scf_000001_A_fumigatus_A1163,3925909,3926781,+
AFUB_013980,Afu1g14440,100.00,1554,scf_000001_A_fumigatus_A1163,3926992,3928610,+
AFUB_013990,Afu1g14450,100.00,2877,scf_000001_A_fumigatus_A1163,3928907,3931833,-
AFUB_014000,Afu1g14460,99.79,1881,scf_000001_A_fumigatus_A1163,3933661,3935901,-
AFUB_014010,Afu1g14480,99.88,837,scf_000001_A_fumigatus_A1163,3936622,3937630,+
AFUB_014020,Afu1g14490,99.93,1341,scf_000001_A_fumigatus_A1163,3938911,3940527,-
AFUB_014030,Afu1g14500,99.93,2856,scf_000001_A_fumigatus_A1163,3942098,3946166,+
AFUB_014040,Afu1g14510,100.00,3264,scf_000001_A_fumigatus_A1163,3946780,3950043,+
AFUB_014050,Afu1g14520,100.00,1638,scf_000001_A_fumigatus_A1163,3950857,3952494,+
AFUB_014060,Afu1g14530,96.08,1251,scf_000001_A_fumigatus_A1163,3952741,3954609,+
AFUB_014070,Afu1g14540,100.00,867,scf_000001_A_fumigatus_A1163,3954648,3955640,-
AFUB_014080,Afu1g14550,100.00,633,scf_000001_A_fumigatus_A1163,3955789,3957240,+
AFUB_014090,Afu1g14560,99.11,1457,scf_000001_A_fumigatus_A1163,3958232,3960475,-
AFUB_014100,Afu1g14570,100.00,2619,scf_000001_A_fumigatus_A1163,3961468,3964324,+
AFUB_014110,Afu1g14580,100.00,885,scf_000001_A_fumigatus_A1163,3964614,3965672,-
AFUB_014120,Afu1g14590,100.00,447,scf_000001_A_fumigatus_A1163,3965929,3966441,+
AFUB_014130,Afu1g14600,99.89,921,scf_000001_A_fumigatus_A1163,3966672,3967592,-
AFUB_014140,Afu1g14610,100.00,2298,scf_000001_A_fumigatus_A1163,3968330,3971320,-
AFUB_014150,Afu1g14620,100.00,3207,scf_000001_A_fumigatus_A1163,3971818,3975194,+
AFUB_014160,Afu1g14630,93.33,854,scf_000001_A_fumigatus_A1163,3975478,3976955,+
AFUB_014170,Afu1g14640,99.88,861,scf_000001_A_fumigatus_A1163,3977092,3977952,-
AFUB_014190,Afu1g14650,100.00,1098,scf_000001_A_fumigatus_A1163,3978732,3980585,-
AFUB_014200,Afu1g14660,100.00,1122,scf_000001_A_fumigatus_A1163,3987134,3988400,+
AFUB_014210,Afu1g14670,99.38,1440,scf_000001_A_fumigatus_A1163,3989493,3991315,-
AFUB_014220,Afu1g14680,100.00,5244,scf_000001_A_fumigatus_A1163,3991582,3997927,+
AFUB_014230,Afu1g14690,99.96,2529,scf_000001_A_fumigatus_A1163,3998070,4001045,+
AFUB_014240,Afu1g14695,100.00,861,scf_000001_A_fumigatus_A1163,4001245,4002349,+
AFUB_014250,Afu1g14700,100.00,1542,scf_000001_A_fumigatus_A1163,4002981,4004769,+
AFUB_014260,Afu1g14710,100.00,1452,scf_000001_A_fumigatus_A1163,4005053,4007235,-
AFUB_014270,Afu1g14720,100.00,2253,scf_000001_A_fumigatus_A1163,4007425,4010209,-
AFUB_014280,Afu1g14730,99.95,1860,scf_000001_A_fumigatus_A1163,4010630,4012489,+
AFUB_014290,Afu1g14740,100.00,1179,scf_000001_A_fumigatus_A1163,4013363,4015114,+
AFUB_014300,Afu1g14750,99.95,2019,scf_000001_A_fumigatus_A1163,4015719,4018978,-
AFUB_014310,Afu1g14770,100.00,2181,scf_000001_A_fumigatus_A1163,4022184,4024763,+
AFUB_014320,Afu1g14780,100.00,639,scf_000001_A_fumigatus_A1163,4024836,4026537,+
AFUB_014330,Afu1g14790,100.00,1320,scf_000001_A_fumigatus_A1163,4026545,4030040,-
AFUB_014340,Afu1g14800,100.00,438,scf_000001_A_fumigatus_A1163,4033770,4034615,+
AFUB_014350,Afu1g14810,100.00,3408,scf_000001_A_fumigatus_A1163,4036520,4040129,-
AFUB_014360,Afu1g14820,100.00,255,scf_000001_A_fumigatus_A1163,4041011,4042399,-
AFUB_014370,Afu1g14830,100.00,1503,scf_000001_A_fumigatus_A1163,4043022,4045012,-
AFUB_014380,Afu1g14840,99.88,819,scf_000001_A_fumigatus_A1163,4045961,4046779,+
AFUB_014390,Afu1g14850,100.00,1314,scf_000001_A_fumigatus_A1163,4047191,4048665,+
AFUB_014400,Afu1g14860,100.00,897,scf_000001_A_fumigatus_A1163,4049408,4050392,-
AFUB_014410,Afu1g14870,100.00,1506,scf_000001_A_fumigatus_A1163,4053735,4055542,+
AFUB_014420,Afu1g14880,97.03,1214,scf_000001_A_fumigatus_A1163,4055668,4057653,+
AFUB_014430,Afu1g14890,100.00,1572,scf_000001_A_fumigatus_A1163,4058240,4060993,-
AFUB_014450,Afu1g14910,100.00,1524,scf_000001_A_fumigatus_A1163,4064245,4066764,-
AFUB_014460,Afu1g14920,99.93,1479,scf_000001_A_fumigatus_A1163,4066866,4069113,+
AFUB_014470,Afu1g14930,100.00,375,scf_000001_A_fumigatus_A1163,4069780,4071350,+
AFUB_014480,Afu1g14940,100.00,2094,scf_000001_A_fumigatus_A1163,4071784,4074219,+
AFUB_014490,Afu1g14945,100.00,1011,scf_000001_A_fumigatus_A1163,4074998,4076202,-
AFUB_014510,Afu1g14950,100.00,1770,scf_000001_A_fumigatus_A1163,4079591,4081502,-
AFUB_014520,Afu1g14960,100.00,4914,scf_000001_A_fumigatus_A1163,4081654,4087431,-
AFUB_014530,Afu1g14970,100.00,546,scf_000001_A_fumigatus_A1163,4088254,4089453,-
AFUB_014540,Afu1g14980,99.89,1875,scf_000001_A_fumigatus_A1163,4090695,4092627,+
AFUB_014550,Afu1g14990,99.96,2493,scf_000001_A_fumigatus_A1163,4093134,4095954,+
AFUB_014560,Afu1g15000,100.00,1932,scf_000001_A_fumigatus_A1163,4096465,4098833,+
AFUB_014570,Afu1g15010,99.96,5586,scf_000001_A_fumigatus_A1163,4099618,4105917,-
AFUB_014580,Afu1g15020,100.00,648,scf_000001_A_fumigatus_A1163,4106463,4107862,+
AFUB_014590,Afu1g15030,99.96,2247,scf_000001_A_fumigatus_A1163,4107995,4110825,+
AFUB_014600,Afu1g15040,100.00,807,scf_000001_A_fumigatus_A1163,4110999,4112283,+
AFUB_014610,Afu1g15050,99.97,2994,scf_000001_A_fumigatus_A1163,4112356,4115885,-
AFUB_014620,Afu1g15070,99.93,1518,scf_000001_A_fumigatus_A1163,4116022,4118142,-
AFUB_014630,Afu1g15080,100.00,1860,scf_000001_A_fumigatus_A1163,4118500,4120359,+
AFUB_014640,Afu1g15090,99.84,1839,scf_000001_A_fumigatus_A1163,4120934,4123157,-
AFUB_014650,Afu1g15100,100.00,690,scf_000001_A_fumigatus_A1163,4123403,4124704,+
AFUB_014660,Afu1g15110,99.96,5142,scf_000001_A_fumigatus_A1163,4125134,4131055,+
AFUB_014670,Afu1g15120,99.97,2910,scf_000001_A_fumigatus_A1163,4131144,4134107,-
AFUB_014680,Afu1g15130,100.00,1197,scf_000001_A_fumigatus_A1163,4135262,4136706,-
AFUB_014690,Afu1g15140,100.00,972,scf_000001_A_fumigatus_A1163,4137371,4138590,-
AFUB_014700,Afu1g15150,99.91,1074,scf_000001_A_fumigatus_A1163,4143419,4145852,+
AFUB_014710,Afu1g15160,100.00,391,scf_000001_A_fumigatus_A1163,4147686,4148489,+
AFUB_014720,Afu1g15170,100.00,1089,scf_000001_A_fumigatus_A1163,4149149,4150632,+
AFUB_014730,Afu1g15180,100.00,1080,scf_000001_A_fumigatus_A1163,4151217,4152753,-
AFUB_014740,Afu1g15190,99.80,501,scf_000001_A_fumigatus_A1163,4153953,4155189,+
AFUB_014750,Afu1g15200,100.00,2175,scf_000001_A_fumigatus_A1163,4155720,4159033,-
AFUB_014760,Afu1g15210,100.00,1266,scf_000001_A_fumigatus_A1163,4159798,4161805,-
AFUB_014770,Afu1g15220,100.00,468,scf_000001_A_fumigatus_A1163,4161847,4163052,+
AFUB_014780,Afu1g15230,99.75,2361,scf_000001_A_fumigatus_A1163,4168243,4170895,+
AFUB_014790,Afu1g15240,100.00,414,scf_000001_A_fumigatus_A1163,4171341,4172306,-
AFUB_014800,Afu1g15250,100.00,1002,scf_000001_A_fumigatus_A1163,4172482,4174194,+
AFUB_014810,Afu1g15260,100.00,1170,scf_000001_A_fumigatus_A1163,4174726,4176326,-
AFUB_014820,Afu1g15270,99.93,2994,scf_000001_A_fumigatus_A1163,4178219,4181212,+
AFUB_014830,Afu1g15280,99.94,1755,scf_000001_A_fumigatus_A1163,4181404,4183282,-
AFUB_014840,Afu1g15290,99.85,673,scf_000001_A_fumigatus_A1163,4188320,4189526,-
AFUB_014850,Afu1g15300,99.70,1340,scf_000001_A_fumigatus_A1163,4194281,4196302,+
AFUB_014860,Afu1g15310,100.00,2583,scf_000001_A_fumigatus_A1163,4197137,4200584,+
AFUB_014870,Afu1g15330,100.00,1446,scf_000001_A_fumigatus_A1163,4200859,4202414,+
AFUB_014880,Afu1g15340,100.00,1743,scf_000001_A_fumigatus_A1163,4203218,4205383,-
AFUB_014890,Afu1g15350,100.00,1014,scf_000001_A_fumigatus_A1163,4205879,4207194,-
AFUB_014900,Afu1g15360,99.89,921,scf_000001_A_fumigatus_A1163,4207790,4209205,+
AFUB_014910,Afu1g15370,100.00,3117,scf_000001_A_fumigatus_A1163,4209825,4214180,+
AFUB_014920,Afu1g15380,100.00,2106,scf_000001_A_fumigatus_A1163,4214684,4217320,+
AFUB_014930,Afu1g15390,100.00,669,scf_000001_A_fumigatus_A1163,4219096,4219959,+
AFUB_014940,Afu1g15400,100.00,1071,scf_000001_A_fumigatus_A1163,4220442,4221568,-
AFUB_014950,Afu1g15410,100.00,1482,scf_000001_A_fumigatus_A1163,4222882,4224363,+
AFUB_014960,Afu1g15420,100.00,900,scf_000001_A_fumigatus_A1163,4224617,4225758,+
AFUB_014980,Afu1g15430,100.00,993,scf_000001_A_fumigatus_A1163,4227217,4228786,+
AFUB_014990,Afu1g15440,99.96,7239,scf_000001_A_fumigatus_A1163,4231657,4239048,+
AFUB_015000,Afu1g15450,100.00,1275,scf_000001_A_fumigatus_A1163,4240026,4242185,-
AFUB_015010,Afu1g15460,99.92,2601,scf_000001_A_fumigatus_A1163,4242403,4246446,-
AFUB_015020,Afu1g15470,100.00,3216,scf_000001_A_fumigatus_A1163,4246643,4250774,-
AFUB_015030,Afu1g15490,99.89,1809,scf_000001_A_fumigatus_A1163,4251388,4254604,-
AFUB_015040,Afu1g15500,99.88,1677,scf_000001_A_fumigatus_A1163,4263785,4265769,+
AFUB_015050,Afu1g15510,100.00,1716,scf_000001_A_fumigatus_A1163,4266196,4267911,+
AFUB_015060,Afu1g15520,99.97,3507,scf_000001_A_fumigatus_A1163,4268123,4272111,-
AFUB_015070,Afu1g15530,100.00,762,scf_000001_A_fumigatus_A1163,4272713,4273538,+
AFUB_015080,Afu1g15540,98.70,921,scf_000001_A_fumigatus_A1163,4273781,4275165,+
AFUB_015090,Afu1g15550,100.00,2298,scf_000001_A_fumigatus_A1163,4275871,4278484,+
AFUB_015100,Afu1g15560,100.00,1128,scf_000001_A_fumigatus_A1163,4279076,4280510,+
AFUB_015110,Afu1g15570,100.00,904,scf_000001_A_fumigatus_A1163,4280652,4283000,+
AFUB_015120,Afu1g15580,100.00,819,scf_000001_A_fumigatus_A1163,4283186,4284004,+
AFUB_015130,Afu1g15590,100.00,513,scf_000001_A_fumigatus_A1163,4284255,4285311,-
AFUB_015140,Afu1g15610,100.00,1035,scf_000001_A_fumigatus_A1163,4285597,4286925,-
AFUB_015150,Afu1g15620,100.00,1968,scf_000001_A_fumigatus_A1163,4288417,4290571,+
AFUB_015160,Afu1g15630,100.00,234,scf_000001_A_fumigatus_A1163,4290597,4292192,-
AFUB_015170,Afu1g15640,100.00,840,scf_000001_A_fumigatus_A1163,4292432,4294116,+
AFUB_015180,Afu1g15650,99.04,2081,scf_000001_A_fumigatus_A1163,4294488,4298301,+
AFUB_015190,Afu1g15660,100.00,780,scf_000001_A_fumigatus_A1163,4299359,4300221,+
AFUB_015200,Afu1g15670,100.00,1791,scf_000001_A_fumigatus_A1163,4301239,4303393,+
AFUB_015210,Afu1g15680,100.00,1731,scf_000001_A_fumigatus_A1163,4303636,4306118,+
AFUB_015220,Afu1g15690,100.00,1068,scf_000001_A_fumigatus_A1163,4306457,4307653,+
AFUB_015230,Afu1g15700,99.95,1893,scf_000001_A_fumigatus_A1163,4311646,4314609,+
AFUB_015240,Afu1g15710,100.00,2475,scf_000001_A_fumigatus_A1163,4314874,4317883,+
AFUB_015250,Afu1g15720,100.00,2619,scf_000001_A_fumigatus_A1163,4318849,4323328,+
AFUB_015260,Afu1g15730,100.00,393,scf_000001_A_fumigatus_A1163,4323946,4324620,+
AFUB_015270,Afu1g15740,99.04,936,scf_000001_A_fumigatus_A1163,4325030,4326097,+
AFUB_015280,Afu1g15750,100.00,1875,scf_000001_A_fumigatus_A1163,4326525,4328927,-
AFUB_015290,Afu1g15760,100.00,1647,scf_000001_A_fumigatus_A1163,4329025,4331028,+
AFUB_015300,Afu1g15770,99.93,1365,scf_000001_A_fumigatus_A1163,4331183,4332616,+
AFUB_015310,Afu1g15780,100.00,1101,scf_000001_A_fumigatus_A1163,4332992,4334505,-
AFUB_015320,Afu1g15790,100.00,885,scf_000001_A_fumigatus_A1163,4334654,4336791,-
AFUB_015330,Afu1g15800,100.00,2598,scf_000001_A_fumigatus_A1163,4337296,4340970,-
AFUB_015340,Afu1g15810,100.00,1701,scf_000001_A_fumigatus_A1163,4341661,4344075,-
AFUB_015350,Afu1g15820,100.00,1542,scf_000001_A_fumigatus_A1163,4344219,4346455,-
AFUB_015360,Afu1g15830,100.00,1359,scf_000001_A_fumigatus_A1163,4348475,4350580,+
AFUB_015370,Afu1g15840,100.00,775,scf_000001_A_fumigatus_A1163,4350586,4352881,+
AFUB_015380,Afu1g15850,100.00,2184,scf_000001_A_fumigatus_A1163,4353186,4355484,-
AFUB_015390,Afu1g15860,100.00,1776,scf_000001_A_fumigatus_A1163,4357750,4359907,-
AFUB_015400,Afu1g15870,99.32,1469,scf_000001_A_fumigatus_A1163,4360136,4363459,+
AFUB_015410,Afu1g15880,100.00,1197,scf_000001_A_fumigatus_A1163,4364698,4367101,+
AFUB_015420,Afu1g15890,100.00,2871,scf_000001_A_fumigatus_A1163,4367132,4370669,+
AFUB_015430,Afu1g15900,99.96,2814,scf_000001_A_fumigatus_A1163,4371064,4375391,+
AFUB_015440,Afu1g15910,100.00,1716,scf_000001_A_fumigatus_A1163,4382353,4384235,+
AFUB_015450,Afu1g15920,100.00,951,scf_000001_A_fumigatus_A1163,4386117,4387183,+
AFUB_015460,Afu1g15930,99.52,1444,scf_000001_A_fumigatus_A1163,4387408,4389822,-
AFUB_015470,Afu1g15940,99.94,1773,scf_000001_A_fumigatus_A1163,4392926,4395619,-
AFUB_015480,Afu1g15950,99.90,1971,scf_000001_A_fumigatus_A1163,4397470,4400582,+
AFUB_015490,Afu1g15960,100.00,1419,scf_000001_A_fumigatus_A1163,4401304,4402850,+
AFUB_015510,Afu1g15970,99.90,987,scf_000001_A_fumigatus_A1163,4407997,4409302,+
AFUB_015520,Afu1g15980,99.87,756,scf_000001_A_fumigatus_A1163,4409653,4410408,-
AFUB_015530,Afu1g16190,99.92,1188,scf_000001_A_fumigatus_A1163,4416308,4418112,+
AFUB_015540,Afu1g16200,100.00,1386,scf_000001_A_fumigatus_A1163,4418523,4419908,-
AFUB_015550,Afu1g16210,100.00,1608,scf_000001_A_fumigatus_A1163,4420167,4422041,+
AFUB_015560,Afu1g16220,89.42,2184,scf_000001_A_fumigatus_A1163,4422216,4425501,+
AFUB_015570,Afu1g16230,99.94,1593,scf_000001_A_fumigatus_A1163,4425733,4427491,-
AFUB_015580,Afu1g16240,99.90,1035,scf_000001_A_fumigatus_A1163,4428314,4429961,+
AFUB_015590,Afu1g16250,100.00,2646,scf_000001_A_fumigatus_A1163,4430570,4434447,-
AFUB_015600,Afu1g16260,100.00,252,scf_000001_A_fumigatus_A1163,4434465,4434716,+
AFUB_015610,Afu1g16270,99.91,1161,scf_000001_A_fumigatus_A1163,4435237,4436985,-
AFUB_015620,Afu1g16280,99.83,591,scf_000001_A_fumigatus_A1163,4439707,4441029,+
AFUB_015630,Afu1g16290,99.95,2220,scf_000001_A_fumigatus_A1163,4441416,4443635,+
AFUB_015640,Afu1g16300,100.00,672,scf_000001_A_fumigatus_A1163,4443715,4444665,-
AFUB_015650,Afu1g16310,99.71,1035,scf_000001_A_fumigatus_A1163,4444947,4446101,-
AFUB_015660,Afu1g16320,100.00,735,scf_000001_A_fumigatus_A1163,4446483,4447325,-
AFUB_015670,Afu1g16330,99.96,2367,scf_000001_A_fumigatus_A1163,4447464,4449909,+
AFUB_015680,Afu1g16340,99.30,862,scf_000001_A_fumigatus_A1163,4450254,4452473,-
AFUB_015690,Afu1g16350,99.07,642,scf_000001_A_fumigatus_A1163,4453362,4454422,+
AFUB_015700,Afu1g16360,100.00,255,scf_000001_A_fumigatus_A1163,4454602,4454856,-
AFUB_015715,Afu1g16375,100.00,2091,scf_000001_A_fumigatus_A1163,4455716,4458217,-
AFUB_015730,Afu1g16390,100.00,1548,scf_000001_A_fumigatus_A1163,4458414,4460014,-
AFUB_015740,Afu1g16400,99.93,1494,scf_000001_A_fumigatus_A1163,4460560,4462161,+
AFUB_015750,Afu1g16410,99.89,1793,scf_000001_A_fumigatus_A1163,4462214,4464109,-
AFUB_015760,Afu1g16420,99.36,1572,scf_000001_A_fumigatus_A1163,4464625,4466553,+
AFUB_015770,Afu1g16430,99.71,1041,scf_000001_A_fumigatus_A1163,4467156,4469743,-
AFUB_015780,Afu1g16440,99.78,1787,scf_000001_A_fumigatus_A1163,4470063,4472619,-
AFUB_015790,Afu1g16450,100.00,246,scf_000001_A_fumigatus_A1163,4473472,4474735,+
AFUB_015800,Afu1g16460,99.95,1956,scf_000001_A_fumigatus_A1163,4476712,4479479,+
AFUB_015810,Afu1g16470,100.00,3246,scf_000001_A_fumigatus_A1163,4480119,4483364,+
AFUB_015820,Afu1g16480,100.00,1116,scf_000001_A_fumigatus_A1163,4483600,4485206,-
AFUB_015830,Afu1g16490,100.00,942,scf_000001_A_fumigatus_A1163,4485812,4487385,-
AFUB_015840,Afu1g16500,100.00,1086,scf_000001_A_fumigatus_A1163,4487405,4489451,+
AFUB_015850,Afu1g16510,100.00,732,scf_000001_A_fumigatus_A1163,4490484,4491295,+
AFUB_015860,Afu1g16523,95.32,235,scf_000001_A_fumigatus_A1163,4491612,4491900,+
AFUB_015870,Afu1g16540,99.93,1440,scf_000001_A_fumigatus_A1163,4492547,4494280,-
AFUB_015880,Afu1g16550,100.00,1446,scf_000001_A_fumigatus_A1163,4494777,4496427,+
AFUB_015890,Afu1g16553,100.00,651,scf_000001_A_fumigatus_A1163,4496733,4497523,-
AFUB_015900,Afu1g16556,99.73,744,scf_000001_A_fumigatus_A1163,4497907,4498862,-
AFUB_015910,Afu1g16560,100.00,1230,scf_000001_A_fumigatus_A1163,4499095,4500430,-
AFUB_015920,Afu1g16564,100.00,462,scf_000001_A_fumigatus_A1163,4500533,4501168,-
AFUB_015940,Afu1g16570,100.00,1008,scf_000001_A_fumigatus_A1163,4502113,4503284,+
AFUB_015950,Afu1g16580,99.51,2847,scf_000001_A_fumigatus_A1163,4504269,4507252,+
AFUB_015960,Afu1g16590,100.00,1344,scf_000001_A_fumigatus_A1163,4516209,4519625,+
AFUB_015970,Afu1g16600,99.87,789,scf_000001_A_fumigatus_A1163,4525818,4526760,+
AFUB_015980,Afu1g16610,100.00,1080,scf_000001_A_fumigatus_A1163,4527431,4528574,-
AFUB_015990,Afu1g16620,100.00,1767,scf_000001_A_fumigatus_A1163,4528730,4531511,+
AFUB_016000,Afu1g16630,100.00,942,scf_000001_A_fumigatus_A1163,4531589,4532914,+
AFUB_016010,Afu1g16635,100.00,672,scf_000001_A_fumigatus_A1163,4533121,4534029,-
AFUB_016020,Afu1g16640,100.00,747,scf_000001_A_fumigatus_A1163,4534390,4535256,-
AFUB_016030,Afu1g16650,100.00,1311,scf_000001_A_fumigatus_A1163,4535793,4537493,-
AFUB_016040,Afu1g16660,100.00,1761,scf_000001_A_fumigatus_A1163,4537779,4540049,+
AFUB_016050,Afu1g16670,100.00,1026,scf_000001_A_fumigatus_A1163,4540168,4541193,-
AFUB_016060,Afu1g16680,99.89,1837,scf_000001_A_fumigatus_A1163,4547868,4552281,+
AFUB_016070,Afu1g16690,100.00,1527,scf_000001_A_fumigatus_A1163,4555108,4557491,+
AFUB_016080,Afu1g16700,97.13,2297,scf_000001_A_fumigatus_A1163,4557694,4561017,-
AFUB_016090,Afu1g16710,99.94,1647,scf_000001_A_fumigatus_A1163,4561769,4564331,-
AFUB_016100,Afu1g16720,100.00,1212,scf_000001_A_fumigatus_A1163,4565609,4567170,-
AFUB_016110,Afu1g16730,99.86,2190,scf_000001_A_fumigatus_A1163,4567244,4571809,-
AFUB_016120,Afu1g16740,100.00,558,scf_000001_A_fumigatus_A1163,4572851,4573408,+
AFUB_016130,Afu1g16745,99.96,2289,scf_000001_A_fumigatus_A1163,4578949,4582532,+
AFUB_016140,Afu1g16750,100.00,1014,scf_000001_A_fumigatus_A1163,4582704,4584245,+
AFUB_016150,Afu1g16760,100.00,618,scf_000001_A_fumigatus_A1163,4584257,4585146,+
AFUB_016160,Afu1g16770,99.93,1518,scf_000001_A_fumigatus_A1163,4585205,4587127,-
AFUB_016170,Afu1g16780,99.85,1995,scf_000001_A_fumigatus_A1163,4587455,4591154,-
AFUB_016180,Afu1g16790,100.00,1707,scf_000001_A_fumigatus_A1163,4592060,4594748,-
AFUB_016190,Afu1g16800,100.00,2619,scf_000001_A_fumigatus_A1163,4594992,4598418,+
AFUB_016200,Afu1g16810,100.00,1428,scf_000001_A_fumigatus_A1163,4598661,4600518,-
AFUB_016210,Afu1g16820,100.00,774,scf_000001_A_fumigatus_A1163,4601789,4603083,+
AFUB_016220,Afu1g16830,100.00,3279,scf_000001_A_fumigatus_A1163,4603251,4607078,+
AFUB_016230,Afu1g16840,100.00,540,scf_000001_A_fumigatus_A1163,4607392,4608148,-
AFUB_016240,Afu1g16850,100.00,1281,scf_000001_A_fumigatus_A1163,4608840,4610665,+
AFUB_016250,Afu1g16860,100.00,1467,scf_000001_A_fumigatus_A1163,4611175,4612641,-
AFUB_016260,Afu1g16870,99.93,1488,scf_000001_A_fumigatus_A1163,4613315,4615038,+
AFUB_016270,Afu1g16880,99.96,4524,scf_000001_A_fumigatus_A1163,4615263,4620448,+
AFUB_016280,Afu1g16890,100.00,1125,scf_000001_A_fumigatus_A1163,4620799,4622094,+
AFUB_016290,Afu1g16900,100.00,1002,scf_000001_A_fumigatus_A1163,4627520,4628521,+
AFUB_016300,Afu1g16910,99.94,1686,scf_000001_A_fumigatus_A1163,4629820,4631642,+
AFUB_016310,Afu1g16920,99.87,2379,scf_000001_A_fumigatus_A1163,4632488,4634866,-
AFUB_016320,Afu1g16930,100.00,1041,scf_000001_A_fumigatus_A1163,4639200,4640347,+
AFUB_016330,Afu1g16940,99.96,2571,scf_000001_A_fumigatus_A1163,4640585,4643270,-
AFUB_016340,Afu1g16950,99.73,1470,scf_000001_A_fumigatus_A1163,4643678,4645303,+
AFUB_016350,Afu1g16960,100.00,621,scf_000001_A_fumigatus_A1163,4645502,4646170,-
AFUB_016360,Afu1g16970,100.00,750,scf_000001_A_fumigatus_A1163,4646652,4647984,-
AFUB_016370,Afu1g16980,100.00,1653,scf_000001_A_fumigatus_A1163,4648253,4650385,+
AFUB_016380,Afu1g16990,100.00,1119,scf_000001_A_fumigatus_A1163,4650607,4651795,-
AFUB_016390,Afu1g17000,100.00,807,scf_000001_A_fumigatus_A1163,4651920,4653398,+
AFUB_016400,Afu1g17010,100.00,777,scf_000001_A_fumigatus_A1163,4653973,4655485,+
AFUB_016410,Afu1g17020,99.95,1926,scf_000001_A_fumigatus_A1163,4655584,4657617,-
