GENE,CDSLEN,CHROM,START,STOP,STRAND,HOMOLOG,PERCENTID,ALNLEN
AFUB_030350,2754,scf_000002_A_fumigatus_A1163,3835107,3839476,-,Afu2g14710,99.96,2754
AFUB_030360,1107,scf_000002_A_fumigatus_A1163,3839643,3844924,-,Afu2g14720,99.91,1107
AFUB_030370,4899,scf_000002_A_fumigatus_A1163,3850724,3856457,+,Afu2g14730,100.00,4899
AFUB_030380,1335,scf_000002_A_fumigatus_A1163,3856679,3858411,+,Afu2g14740,100.00,1335
AFUB_030390,975,scf_000002_A_fumigatus_A1163,3860860,3861883,+,Afu2g14750,100.00,975
AFUB_030400,1740,scf_000002_A_fumigatus_A1163,3861889,3864187,-,Afu2g14760,100.00,1740
AFUB_030410,2136,scf_000002_A_fumigatus_A1163,3864330,3866926,-,Afu2g14770,99.95,2136
AFUB_030420,603,scf_000002_A_fumigatus_A1163,3869329,3870358,+,Afu2g14780,99.00,603
AFUB_030430,3582,scf_000002_A_fumigatus_A1163,3870396,3874329,-,Afu2g14790,99.97,3582
AFUB_030440,1527,scf_000002_A_fumigatus_A1163,3875134,3879147,-,Afu2g14800,100.00,1527
AFUB_030450,1866,scf_000002_A_fumigatus_A1163,3882927,3887030,-,Afu2g14810,100.00,1702
AFUB_030460,789,scf_000002_A_fumigatus_A1163,3887265,3888053,+,Afu2g14820,100.00,789
AFUB_030470,699,scf_000002_A_fumigatus_A1163,3888264,3889148,-,Afu2g14830,100.00,699
AFUB_030480,1818,scf_000002_A_fumigatus_A1163,3889716,3891751,-,Afu2g14840,99.83,1818
AFUB_030490,867,scf_000002_A_fumigatus_A1163,3891887,3892753,-,Afu2g14850,99.88,867
AFUB_030500,768,scf_000002_A_fumigatus_A1163,3893392,3894496,+,Afu2g14860,98.05,462
AFUB_030510,657,scf_000002_A_fumigatus_A1163,3895257,3895954,+,Afu2g14870,99.30,573
AFUB_030520,1461,scf_000002_A_fumigatus_A1163,3896086,3897546,-,Afu2g14880,100.00,1461
AFUB_030530,654,scf_000002_A_fumigatus_A1163,3897764,3898973,+,Afu2g14890,100.00,654
AFUB_030540,1530,scf_000002_A_fumigatus_A1163,3899149,3900792,+,Afu2g14900,100.00,1530
AFUB_030550,321,scf_000002_A_fumigatus_A1163,3901210,3901772,-,Afu2g14905,100.00,321
AFUB_030560,1389,scf_000002_A_fumigatus_A1163,3901888,3904342,-,Afu2g14910,100.00,1389
AFUB_030570,3087,scf_000002_A_fumigatus_A1163,3904657,3909106,-,Afu2g14920,99.97,3087
AFUB_030580,1185,scf_000002_A_fumigatus_A1163,3909293,3910606,-,Afu2g14930,100.00,1185
AFUB_030590,1716,scf_000002_A_fumigatus_A1163,3911292,3913266,+,Afu2g14940,100.00,1716
AFUB_030600,2253,scf_000002_A_fumigatus_A1163,3913422,3916107,-,Afu2g14950,99.96,2253
AFUB_030610,816,scf_000002_A_fumigatus_A1163,3916308,3917426,+,Afu2g14960,99.88,816
AFUB_030620,1452,scf_000002_A_fumigatus_A1163,3917773,3919224,-,Afu2g14970,100.00,1452
AFUB_030630,1026,scf_000002_A_fumigatus_A1163,3919692,3921136,+,Afu2g14980,100.00,1026
AFUB_030640,1356,scf_000002_A_fumigatus_A1163,3921157,3923552,-,Afu2g14990,100.00,1356
AFUB_030650,2850,scf_000002_A_fumigatus_A1163,3925189,3929103,+,Afu2g15000,99.89,2850
AFUB_030660,6177,scf_000002_A_fumigatus_A1163,3929602,3935848,-,Afu2g15010,100.00,6177
AFUB_030670,1899,scf_000002_A_fumigatus_A1163,3939546,3941644,-,Afu2g15020,99.95,1899
AFUB_030680,1239,scf_000002_A_fumigatus_A1163,3942928,3944229,-,Afu2g15030,100.00,1239
AFUB_030690,1326,scf_000002_A_fumigatus_A1163,3944535,3947011,-,Afu2g15040,99.10,1338
AFUB_030700,3657,scf_000002_A_fumigatus_A1163,3948070,3952882,+,Afu2g15050,99.97,3657
AFUB_030710,1155,scf_000002_A_fumigatus_A1163,3954452,3955845,-,Afu2g15060,100.00,1155
AFUB_030720,843,scf_000002_A_fumigatus_A1163,3956111,3957137,+,Afu2g15070,100.00,843
AFUB_030730,528,scf_000002_A_fumigatus_A1163,3957395,3958058,-,Afu2g15080,100.00,528
AFUB_030740,450,scf_000002_A_fumigatus_A1163,3958713,3959317,-,Afu2g15085,100.00,450
AFUB_030750,2256,scf_000002_A_fumigatus_A1163,3959730,3963609,-,Afu2g15090,100.00,2256
AFUB_030760,1839,scf_000002_A_fumigatus_A1163,3964602,3967457,+,Afu2g15100,100.00,1839
AFUB_030770,1389,scf_000002_A_fumigatus_A1163,3968208,3969596,-,Afu2g15110,99.93,1389
AFUB_030780,327,scf_000002_A_fumigatus_A1163,3969922,3970248,-,Afu2g15120,99.69,327
AFUB_030790,4500,scf_000002_A_fumigatus_A1163,3971061,3977112,-,Afu2g15130,99.96,4500
AFUB_030800,1680,scf_000002_A_fumigatus_A1163,3977912,3980709,+,Afu2g15140,99.82,1680
AFUB_030810,1545,scf_000002_A_fumigatus_A1163,3980907,3983288,+,Afu2g15150,100.00,1545
AFUB_030820,1971,scf_000002_A_fumigatus_A1163,3983400,3985674,-,Afu2g15160,99.95,1971
AFUB_030830,243,scf_000002_A_fumigatus_A1163,3987407,3987988,-,Afu2g15165,100.00,243
AFUB_030840,2088,scf_000002_A_fumigatus_A1163,3989705,3992194,-,Afu2g15170,100.00,2088
AFUB_030850,1008,scf_000002_A_fumigatus_A1163,3997985,3999074,+,Afu2g15180,100.00,1008
AFUB_030860,942,scf_000002_A_fumigatus_A1163,3999329,4000827,-,Afu2g15190,100.00,759
AFUB_030870,2919,scf_000002_A_fumigatus_A1163,4001044,4004751,+,Afu2g15200,100.00,2919
AFUB_030880,297,scf_000002_A_fumigatus_A1163,4004947,4006099,+,Afu2g15210,100.00,297
AFUB_030890,2553,scf_000002_A_fumigatus_A1163,4006151,4009115,+,Afu2g15220,100.00,2553
AFUB_030900,1560,scf_000002_A_fumigatus_A1163,4009462,4011832,+,Afu2g15230,100.00,1560
AFUB_030910,2379,scf_000002_A_fumigatus_A1163,4011892,4016128,-,Afu2g15240,100.00,2379
AFUB_030920,1023,scf_000002_A_fumigatus_A1163,4017567,4018589,-,Afu2g15255,99.63,543
AFUB_030930,1182,scf_000002_A_fumigatus_A1163,4018679,4020142,-,Afu2g15255,99.92,1180
AFUB_030940,570,scf_000002_A_fumigatus_A1163,4022422,4023053,+,Afu2g15270,100.00,570
AFUB_030950,894,scf_000002_A_fumigatus_A1163,4023438,4025114,+,Afu2g15280,100.00,894
AFUB_030960,411,scf_000002_A_fumigatus_A1163,4027499,4028868,+,Afu2g15290,100.00,411
AFUB_030970,1302,scf_000002_A_fumigatus_A1163,4029006,4030483,+,Afu2g15312,100.00,1302
AFUB_030980,1581,scf_000002_A_fumigatus_A1163,4030852,4032519,+,Afu2g15320,99.24,1180
AFUB_030990,711,scf_000002_A_fumigatus_A1163,4032713,4033488,+,Afu2g15330,100.00,711
AFUB_031000,1599,scf_000002_A_fumigatus_A1163,4033968,4035768,+,Afu2g15340,100.00,1599
AFUB_031010,210,scf_000002_A_fumigatus_A1163,4036012,4037038,+,Afu2g15350,100.00,210
AFUB_031020,870,scf_000002_A_fumigatus_A1163,4037312,4038316,-,Afu2g15360,100.00,870
AFUB_031030,1842,scf_000002_A_fumigatus_A1163,4038906,4041389,+,Afu2g15370,100.00,1476
AFUB_031040,693,scf_000002_A_fumigatus_A1163,4041426,4042765,-,Afu2g15380,100.00,693
AFUB_031050,1344,scf_000002_A_fumigatus_A1163,4044631,4045974,+,Afu2g15390,100.00,1344
AFUB_031060,417,scf_000002_A_fumigatus_A1163,4047681,4048097,+,Afu2g15400,100.00,417
AFUB_031070,1545,scf_000002_A_fumigatus_A1163,4048241,4049835,+,Afu2g15410,100.00,1545
AFUB_031080,810,scf_000002_A_fumigatus_A1163,4050226,4051197,+,Afu2g15420,100.00,810
AFUB_031090,801,scf_000002_A_fumigatus_A1163,4051307,4052107,-,Afu2g15430,100.00,801
AFUB_031100,1041,scf_000002_A_fumigatus_A1163,4052661,4053891,-,Afu2g15440,100.00,1041
AFUB_031110,831,scf_000002_A_fumigatus_A1163,4055467,4056426,+,Afu2g15450,100.00,831
AFUB_031120,1359,scf_000002_A_fumigatus_A1163,4056543,4058371,-,Afu2g15470,99.93,1359
AFUB_031130,1431,scf_000002_A_fumigatus_A1163,4058826,4060256,-,Afu2g15480,99.93,1431
AFUB_031140,1689,scf_000002_A_fumigatus_A1163,4060960,4063579,-,Afu2g15490,100.00,1689
AFUB_031150,249,scf_000002_A_fumigatus_A1163,4064101,4064522,-,Afu2g15500,99.37,159
AFUB_031160,507,scf_000002_A_fumigatus_A1163,4065151,4066067,-,Afu2g15510,95.35,215
AFUB_031170,1899,scf_000002_A_fumigatus_A1163,4066197,4068874,-,Afu2g15520,99.95,1899
AFUB_031180,1266,scf_000002_A_fumigatus_A1163,4070790,4072166,+,Afu2g15530,100.00,1266
AFUB_031190,2973,scf_000002_A_fumigatus_A1163,4072841,4075985,+,Afu2g15540,100.00,2973
AFUB_031200,2139,scf_000002_A_fumigatus_A1163,4076189,4078490,-,Afu2g15550,100.00,2139
AFUB_031210,600,scf_000002_A_fumigatus_A1163,4078700,4080066,-,Afu2g15560,99.02,511
AFUB_031220,624,scf_000002_A_fumigatus_A1163,4080147,4081858,+,Afu2g15570,100.00,624
AFUB_031230,987,scf_000002_A_fumigatus_A1163,4082237,4084099,+,Afu2g15580,100.00,987
AFUB_031240,4572,scf_000002_A_fumigatus_A1163,4084593,4089924,+,Afu2g15590,100.00,4572
AFUB_031250,948,scf_000002_A_fumigatus_A1163,4090307,4091658,+,Afu2g15600,100.00,948
AFUB_031260,4131,scf_000002_A_fumigatus_A1163,4092088,4096999,+,Afu2g15610,99.88,4131
AFUB_031270,2865,scf_000002_A_fumigatus_A1163,4098897,4103114,+,Afu2g15620,99.93,2865
AFUB_031280,1104,scf_000002_A_fumigatus_A1163,4103263,4104845,+,Afu2g15630,99.91,1104
AFUB_031290,1119,scf_000002_A_fumigatus_A1163,4105053,4106693,+,Afu2g15640,100.00,1119
AFUB_031300,2535,scf_000002_A_fumigatus_A1163,4107162,4111200,+,Afu2g15650,99.88,2535
AFUB_031310,1416,scf_000002_A_fumigatus_A1163,4111353,4114113,+,Afu2g15660,99.93,1416
AFUB_031320,870,scf_000002_A_fumigatus_A1163,4114245,4116523,-,Afu2g15670,100.00,870
AFUB_031330,336,scf_000002_A_fumigatus_A1163,4117062,4117856,-,Afu2g15680,100.00,336
AFUB_031340,405,scf_000002_A_fumigatus_A1163,4118058,4118462,+,Afu2g15690,99.75,405
AFUB_031350,1878,scf_000002_A_fumigatus_A1163,4119188,4121156,-,Afu2g15700,99.95,1878
AFUB_031360,954,scf_000002_A_fumigatus_A1163,4124162,4125949,+,Afu2g15710,100.00,954
AFUB_031370,1104,scf_000002_A_fumigatus_A1163,4126632,4127804,+,Afu2g15720,99.91,1104
AFUB_031380,1704,scf_000002_A_fumigatus_A1163,4128154,4130199,+,Afu2g15730,100.00,1704
AFUB_031390,930,scf_000002_A_fumigatus_A1163,4130393,4131415,-,Afu2g15740,99.89,930
AFUB_031400,2397,scf_000002_A_fumigatus_A1163,4132724,4136538,-,Afu2g15750,100.00,2397
AFUB_031410,3102,scf_000002_A_fumigatus_A1163,4136640,4140466,+,Afu2g15760,99.97,3102
AFUB_031420,1305,scf_000002_A_fumigatus_A1163,4140601,4142113,+,Afu2g15770,100.00,1305
AFUB_031430,1758,scf_000002_A_fumigatus_A1163,4142696,4145139,-,Afu2g15780,99.94,1758
AFUB_031440,909,scf_000002_A_fumigatus_A1163,4145258,4146621,+,Afu2g15790,99.89,909
AFUB_031450,576,scf_000002_A_fumigatus_A1163,4149774,4152184,+,Afu2g15800,100.00,576
AFUB_031460,483,scf_000002_A_fumigatus_A1163,4152887,4153482,+,Afu2g15810,100.00,483
AFUB_031470,1020,scf_000002_A_fumigatus_A1163,4153874,4155050,-,Afu2g15820,100.00,1020
AFUB_031480,1356,scf_000002_A_fumigatus_A1163,4155349,4157064,+,Afu2g15830,100.00,1356
AFUB_031500,2415,scf_000002_A_fumigatus_A1163,4157338,4160482,-,Afu2g15840,99.92,2415
AFUB_031510,921,scf_000002_A_fumigatus_A1163,4161515,4162460,+,Afu2g15850,99.78,921
AFUB_031520,996,scf_000002_A_fumigatus_A1163,4162678,4164291,-,Afu2g15860,100.00,996
AFUB_031530,3120,scf_000002_A_fumigatus_A1163,4165878,4169486,-,Afu2g15870,99.97,3120
AFUB_031540,873,scf_000002_A_fumigatus_A1163,4172830,4173702,+,Afu2g15880,100.00,873
AFUB_031550,2319,scf_000002_A_fumigatus_A1163,4174830,4177979,-,Afu2g15890,99.96,2319
AFUB_031560,1173,scf_000002_A_fumigatus_A1163,4179213,4180385,+,Afu2g15900,100.00,1173
AFUB_031570,1185,scf_000002_A_fumigatus_A1163,4180524,4182042,-,Afu2g15905,99.92,1185
AFUB_031580,1500,scf_000002_A_fumigatus_A1163,4182275,4184746,-,Afu2g15910,100.00,1500
AFUB_031590,1035,scf_000002_A_fumigatus_A1163,4184891,4186653,-,Afu2g15915,100.00,1035
AFUB_031600,168,scf_000002_A_fumigatus_A1163,4186685,4186852,-,Afu2g15920,100.00,168
AFUB_031610,1062,scf_000002_A_fumigatus_A1163,4187925,4189285,-,Afu2g15930,99.81,1062
AFUB_031620,1338,scf_000002_A_fumigatus_A1163,4189774,4191111,-,Afu2g15940,99.85,1338
AFUB_031630,1287,scf_000002_A_fumigatus_A1163,4191571,4193490,-,Afu2g15950,100.00,1287
AFUB_031640,1038,scf_000002_A_fumigatus_A1163,4194192,4195658,-,Afu2g15960,100.00,1038
AFUB_031650,2913,scf_000002_A_fumigatus_A1163,4197063,4200925,+,Afu2g15970,100.00,2913
AFUB_031660,963,scf_000002_A_fumigatus_A1163,4202279,4203467,+,Afu2g15980,100.00,963
AFUB_031670,456,scf_000002_A_fumigatus_A1163,4203812,4204398,+,Afu2g15990,100.00,456
AFUB_031680,2112,scf_000002_A_fumigatus_A1163,4207123,4209234,+,Afu2g16000,99.95,2112
AFUB_031690,1806,scf_000002_A_fumigatus_A1163,4209930,4212071,-,Afu2g16010,100.00,1806
AFUB_031700,1701,scf_000002_A_fumigatus_A1163,4212117,4214364,+,Afu2g16020,99.88,1701
AFUB_031710,2157,scf_000002_A_fumigatus_A1163,4214564,4217441,-,Afu2g16030,100.00,2157
AFUB_031720,5469,scf_000002_A_fumigatus_A1163,4217709,4223304,+,Afu2g16040,99.89,5469
AFUB_031730,1014,scf_000002_A_fumigatus_A1163,4223508,4224573,-,Afu2g16050,100.00,1014
AFUB_031740,1464,scf_000002_A_fumigatus_A1163,4225701,4227564,+,Afu2g16060,99.80,1464
AFUB_031750,1068,scf_000002_A_fumigatus_A1163,4228077,4229144,-,Afu2g16070,99.72,1068
AFUB_031760,3642,scf_000002_A_fumigatus_A1163,4229794,4234388,+,Afu2g16080,99.95,3642
AFUB_031770,1659,scf_000002_A_fumigatus_A1163,4234418,4237200,-,Afu2g16090,99.88,1659
AFUB_031780,1851,scf_000002_A_fumigatus_A1163,4237360,4239874,+,Afu2g16100,99.95,1851
AFUB_031790,660,scf_000002_A_fumigatus_A1163,4240136,4240795,-,Afu2g16110,99.70,660
AFUB_031800,786,scf_000002_A_fumigatus_A1163,4242211,4243265,+,Afu2g16120,100.00,786
AFUB_031810,843,scf_000002_A_fumigatus_A1163,4243598,4244501,-,Afu2g16130,100.00,843
AFUB_031820,4035,scf_000002_A_fumigatus_A1163,4244793,4249006,+,Afu2g16140,99.98,4035
AFUB_031830,1896,scf_000002_A_fumigatus_A1163,4250020,4252498,-,Afu2g16150,99.95,1896
AFUB_031840,2067,scf_000002_A_fumigatus_A1163,4255429,4259126,+,Afu2g16160,100.00,2067
AFUB_031850,1827,scf_000002_A_fumigatus_A1163,4259390,4261556,+,Afu2g16170,99.56,1827
AFUB_031860,444,scf_000002_A_fumigatus_A1163,4262525,4263942,+,Afu2g16180,99.77,444
AFUB_031870,309,scf_000002_A_fumigatus_A1163,4264168,4264555,+,Afu2g16190,100.00,309
AFUB_031880,684,scf_000002_A_fumigatus_A1163,4264809,4265620,-,Afu2g16200,100.00,684
AFUB_031890,1311,scf_000002_A_fumigatus_A1163,4266017,4267327,+,Afu2g16210,99.77,1311
AFUB_031900,378,scf_000002_A_fumigatus_A1163,4267934,4268432,+,Afu2g16220,100.00,378
AFUB_031910,2421,scf_000002_A_fumigatus_A1163,4268458,4271031,-,Afu2g16230,99.96,2421
AFUB_031920,3756,scf_000002_A_fumigatus_A1163,4282927,4286818,+,Afu2g16240,99.95,3756
AFUB_031930,1005,scf_000002_A_fumigatus_A1163,4288260,4289340,-,Afu2g16250,99.90,1005
AFUB_031940,2307,scf_000002_A_fumigatus_A1163,4290035,4292510,+,Afu2g16260,99.91,2307
AFUB_031950,1791,scf_000002_A_fumigatus_A1163,4293313,4295355,-,Afu2g16280,87.59,1297
AFUB_031960,1263,scf_000002_A_fumigatus_A1163,4295631,4297662,+,Afu2g16290,100.00,1263
AFUB_031970,1965,scf_000002_A_fumigatus_A1163,4298446,4300520,+,Afu2g16300,100.00,1965
AFUB_031980,1956,scf_000002_A_fumigatus_A1163,4301074,4303916,-,Afu2g16310,99.90,1956
AFUB_031990,1461,scf_000002_A_fumigatus_A1163,4304356,4306301,+,Afu2g16320,99.84,1287
AFUB_032000,1563,scf_000002_A_fumigatus_A1163,4306486,4308233,-,Afu2g16330,99.92,1248
AFUB_032010,498,scf_000002_A_fumigatus_A1163,4312730,4313227,+,Afu2g16340,99.80,498
AFUB_032020,495,scf_000002_A_fumigatus_A1163,4313765,4314259,-,Afu2g16350,100.00,495
AFUB_032030,1581,scf_000002_A_fumigatus_A1163,4314904,4316766,+,Afu2g16360,100.00,1581
AFUB_032040,396,scf_000002_A_fumigatus_A1163,4316835,4318113,-,Afu2g16370,100.00,396
AFUB_032050,1026,scf_000002_A_fumigatus_A1163,4318162,4320159,-,Afu2g16380,100.00,1026
AFUB_032060,756,scf_000002_A_fumigatus_A1163,4320231,4321393,-,Afu2g16390,99.87,756
AFUB_032070,1515,scf_000002_A_fumigatus_A1163,4321641,4324981,-,Afu2g16400,99.93,1515
AFUB_032080,624,scf_000002_A_fumigatus_A1163,4325771,4327030,+,Afu2g16410,99.84,624
AFUB_032090,8703,scf_000002_A_fumigatus_A1163,4327679,4337011,+,Afu2g16420,99.91,8703
AFUB_032100,603,scf_000002_A_fumigatus_A1163,4337991,4338655,-,Afu2g16430,99.67,603
AFUB_032110,336,scf_000002_A_fumigatus_A1163,4339078,4339689,+,Afu2g16440,100.00,336
AFUB_032120,2220,scf_000002_A_fumigatus_A1163,4340088,4342500,+,Afu2g16462,99.16,1543
AFUB_032140,4176,scf_000002_A_fumigatus_A1163,4342553,4346728,+,Afu2g16462,99.93,4176
AFUB_032150,933,scf_000002_A_fumigatus_A1163,4346948,4347880,-,Afu2g16470,99.36,939
AFUB_032160,1647,scf_000002_A_fumigatus_A1163,4348456,4350179,-,Afu2g16480,100.00,1647
AFUB_032170,1575,scf_000002_A_fumigatus_A1163,4350620,4353169,-,Afu2g16490,100.00,1575
AFUB_032180,474,scf_000002_A_fumigatus_A1163,4353312,4354980,-,Afu2g16500,100.00,474
AFUB_032190,2028,scf_000002_A_fumigatus_A1163,4355899,4359058,+,Afu2g16510,100.00,2028
AFUB_032200,3306,scf_000002_A_fumigatus_A1163,4359067,4363636,-,Afu2g16520,99.97,3306
AFUB_032210,465,scf_000002_A_fumigatus_A1163,4364305,4365588,+,Afu2g16530,99.78,465
AFUB_032220,1188,scf_000002_A_fumigatus_A1163,4365959,4367291,+,Afu2g16540,100.00,1188
AFUB_032230,591,scf_000002_A_fumigatus_A1163,4369600,4370190,+,Afu2g16550,100.00,591
AFUB_032240,939,scf_000002_A_fumigatus_A1163,4370191,4372400,-,Afu2g16560,100.00,732
AFUB_032250,1095,scf_000002_A_fumigatus_A1163,4373110,4374377,-,Afu2g16570,99.91,1095
AFUB_032260,1221,scf_000002_A_fumigatus_A1163,4374697,4375925,+,Afu2g16580,99.92,1221
AFUB_032270,450,scf_000002_A_fumigatus_A1163,4378291,4379247,-,Afu2g16590,100.00,450
AFUB_032280,3318,scf_000002_A_fumigatus_A1163,4381952,4385736,-,Afu2g16600,100.00,3318
AFUB_032290,1197,scf_000002_A_fumigatus_A1163,4386106,4387302,-,Afu2g16610,100.00,1197
AFUB_032300,2307,scf_000002_A_fumigatus_A1163,4387723,4390723,+,Afu2g16620,99.96,2307
AFUB_032310,1314,scf_000002_A_fumigatus_A1163,4390968,4392820,+,Afu2g16630,100.00,1314
AFUB_032320,3054,scf_000002_A_fumigatus_A1163,4394838,4397891,+,Afu2g16640,99.90,3054
AFUB_032330,1776,scf_000002_A_fumigatus_A1163,4398060,4399997,-,Afu2g16650,99.83,1776
AFUB_032340,1902,scf_000002_A_fumigatus_A1163,4400231,4402260,-,Afu2g16660,99.89,1902
AFUB_032350,2229,scf_000002_A_fumigatus_A1163,4402797,4405077,+,Afu2g16670,99.96,2229
AFUB_032360,1443,scf_000002_A_fumigatus_A1163,4405275,4407149,+,Afu2g16692,99.86,1443
AFUB_032370,1257,scf_000002_A_fumigatus_A1163,4407252,4408644,-,Afu2g16700,100.00,1257
AFUB_032380,1317,scf_000002_A_fumigatus_A1163,4408890,4410710,+,Afu2g16710,97.60,1335
AFUB_032390,1608,scf_000002_A_fumigatus_A1163,4411224,4412974,+,Afu2g16720,99.69,1608
AFUB_032400,1461,scf_000002_A_fumigatus_A1163,4413187,4414706,-,Afu2g16730,99.86,1461
AFUB_032410,2115,scf_000002_A_fumigatus_A1163,4414862,4417110,-,Afu2g16740,99.86,2115
AFUB_032420,1599,scf_000002_A_fumigatus_A1163,4417223,4419218,+,Afu2g16750,99.94,1599
AFUB_032430,1260,scf_000002_A_fumigatus_A1163,4419281,4420540,-,Afu2g16760,100.00,1260
AFUB_032440,1296,scf_000002_A_fumigatus_A1163,4420613,4422635,-,Afu2g16770,100.00,1296
AFUB_032450,2913,scf_000002_A_fumigatus_A1163,4423187,4426403,-,Afu2g16780,99.67,2697
AFUB_032460,1323,scf_000002_A_fumigatus_A1163,4429326,4430757,-,Afu2g16790,99.91,1160
AFUB_032470,1239,scf_000002_A_fumigatus_A1163,4431329,4433754,+,Afu2g16800,99.92,1239
AFUB_032480,2820,scf_000002_A_fumigatus_A1163,4434406,4437340,-,Afu2g16810,99.89,2820
AFUB_032490,1281,scf_000002_A_fumigatus_A1163,4440220,4442381,-,Afu2g16820,100.00,1218
AFUB_032500,903,scf_000002_A_fumigatus_A1163,4443130,4444348,+,Afu2g16830,100.00,903
AFUB_032510,2412,scf_000002_A_fumigatus_A1163,4444569,4448414,+,Afu2g16840,100.00,2412
AFUB_032530,4479,scf_000002_A_fumigatus_A1163,4452823,4458234,-,Afu2g16850,99.96,4479
AFUB_032540,1644,scf_000002_A_fumigatus_A1163,4458352,4460279,-,Afu2g16860,100.00,1644
AFUB_032550,1863,scf_000002_A_fumigatus_A1163,4461866,4464253,-,Afu2g16870,99.89,1863
AFUB_032560,279,scf_000002_A_fumigatus_A1163,4464824,4465918,-,Afu2g16880,100.00,279
AFUB_032570,1245,scf_000002_A_fumigatus_A1163,4466333,4468260,+,Afu2g16890,99.92,1245
AFUB_032580,855,scf_000002_A_fumigatus_A1163,4468366,4469449,-,Afu2g16900,100.00,855
AFUB_032590,936,scf_000002_A_fumigatus_A1163,4470328,4471457,-,Afu2g16910,99.79,936
AFUB_032600,1038,scf_000002_A_fumigatus_A1163,4471737,4473962,-,Afu2g16920,100.00,1038
AFUB_032610,1041,scf_000002_A_fumigatus_A1163,4474042,4476246,-,Afu2g16930,100.00,1041
AFUB_032620,768,scf_000002_A_fumigatus_A1163,4477947,4478832,+,Afu2g16940,100.00,768
AFUB_032630,1323,scf_000002_A_fumigatus_A1163,4479079,4480707,-,Afu2g16950,100.00,1323
AFUB_032640,1722,scf_000002_A_fumigatus_A1163,4481218,4483111,+,Afu2g16960,100.00,1118
AFUB_032650,1020,scf_000002_A_fumigatus_A1163,4483603,4484743,+,Afu2g16970,99.90,1020
AFUB_032660,390,scf_000002_A_fumigatus_A1163,4485074,4485590,-,Afu2g16980,100.00,390
AFUB_032670,1236,scf_000002_A_fumigatus_A1163,4485850,4487581,-,Afu2g16985,99.92,1236
AFUB_032680,789,scf_000002_A_fumigatus_A1163,4489935,4491914,+,Afu2g16990,100.00,789
AFUB_032690,6060,scf_000002_A_fumigatus_A1163,4492879,4499639,+,Afu2g17000,88.68,5513
AFUB_032700,2856,scf_000002_A_fumigatus_A1163,4500794,4503804,+,Afu2g17040,100.00,2856
AFUB_032710,2079,scf_000002_A_fumigatus_A1163,4504251,4506398,-,Afu2g17050,100.00,2079
AFUB_032720,561,scf_000002_A_fumigatus_A1163,4506513,4507536,+,Afu2g17060,99.81,540
AFUB_032730,810,scf_000002_A_fumigatus_A1163,4507870,4510558,+,Afu2g17070,100.00,567
AFUB_032740,687,scf_000002_A_fumigatus_A1163,4510578,4511994,-,Afu2g17080,100.00,660
AFUB_032750,1371,scf_000002_A_fumigatus_A1163,4512620,4513990,+,Afu2g17090,100.00,1371
AFUB_032760,1041,scf_000002_A_fumigatus_A1163,4514477,4515726,+,Afu2g17100,99.89,951
AFUB_032770,2460,scf_000002_A_fumigatus_A1163,4516072,4519119,+,Afu2g17110,100.00,2460
AFUB_032780,1059,scf_000002_A_fumigatus_A1163,4519592,4521075,-,Afu2g17120,100.00,1059
AFUB_032790,1464,scf_000002_A_fumigatus_A1163,4522577,4525432,+,Afu2g17130,100.00,1464
AFUB_032800,2193,scf_000002_A_fumigatus_A1163,4526548,4529426,+,Afu2g17140,99.44,1794
AFUB_032810,930,scf_000002_A_fumigatus_A1163,4531988,4533077,-,Afu2g17160,99.88,863
AFUB_032820,3258,scf_000002_A_fumigatus_A1163,4534334,4538860,-,Afu2g17170,99.97,3258
AFUB_032830,2190,scf_000002_A_fumigatus_A1163,4539587,4542858,-,Afu2g17180,99.91,2190
AFUB_032840,3585,scf_000002_A_fumigatus_A1163,4542956,4546785,-,Afu2g17190,99.97,3585
AFUB_032850,2982,scf_000002_A_fumigatus_A1163,4546839,4550018,+,Afu2g17200,99.60,2757
AFUB_032860,750,scf_000002_A_fumigatus_A1163,4550371,4553501,+,Afu2g17210,100.00,750
AFUB_032870,3588,scf_000002_A_fumigatus_A1163,4555100,4560681,+,Afu2g17220,99.92,3588
AFUB_032880,5364,scf_000002_A_fumigatus_A1163,4560986,4566961,-,Afu2g17230,99.93,5364
AFUB_032890,534,scf_000002_A_fumigatus_A1163,4567287,4568307,+,Afu2g17240,99.81,534
AFUB_032900,798,scf_000002_A_fumigatus_A1163,4569925,4570722,+,Afu2g17250,99.75,798
AFUB_032910,999,scf_000002_A_fumigatus_A1163,4570747,4571745,-,Afu2g17260,99.20,999
AFUB_032920,1092,scf_000002_A_fumigatus_A1163,4571992,4573511,+,Afu2g17270,99.82,1092
AFUB_032930,459,scf_000002_A_fumigatus_A1163,4573982,4574663,+,Afu2g17280,99.78,459
AFUB_032940,456,scf_000002_A_fumigatus_A1163,4575056,4575570,-,Afu2g17290,79.43,457
AFUB_032950,771,scf_000002_A_fumigatus_A1163,4577031,4577901,-,Afu2g17300,99.87,771
AFUB_032960,519,scf_000002_A_fumigatus_A1163,4580617,4581184,+,Afu2g17305,99.81,519
AFUB_032970,180,scf_000002_A_fumigatus_A1163,4581949,4582128,+,NONE,0,0
AFUB_032980,1362,scf_000002_A_fumigatus_A1163,4582319,4583739,-,Afu2g17320,100.00,1362
